"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.003590585E0,-4.874050617E-2,8.922939301E-1,2.274961472E-1
2.008608346E0,-4.005804658E-2,9.283356667E-1,5.273008347E-1
2.013626106E0,-6.620860100E-2,1.024901390E0,7.991728783E-1
2.018643867E0,-1.319888085E-1,1.167481422E0,9.859066010E-1
2.023661627E0,-1.655296087E-1,1.279702663E0,1.087566853E0
2.028679387E0,-1.425354332E-1,1.285370827E0,1.180630684E0
2.033697148E0,-9.124216437E-2,1.247184277E0,1.202684402E0
2.038714908E0,-5.876848102E-2,1.218207836E0,1.143927097E0
2.043732669E0,8.454024792E-3,1.184462070E0,1.051923275E0
2.048750429E0,7.332742214E-2,1.141396046E0,9.790325165E-1
2.053768189E0,1.606733501E-1,1.060546875E0,8.915600777E-1
2.058785950E0,2.565493286E-1,9.280791283E-1,7.986879349E-1
2.063803710E0,2.129628062E-1,8.734960556E-1,6.857075691E-1
2.068821471E0,-3.552168608E-3,1.054672718E0,5.427250862E-1
2.073839231E0,-2.070230842E-1,1.227786541E0,4.889245033E-1
2.078856992E0,-3.218765855E-1,1.316625595E0,4.761791229E-1
2.083874752E0,-4.347982407E-1,1.455183983E0,5.091624260E-1
2.088892512E0,-5.751290321E-1,1.676706791E0,5.783162117E-1
2.093910273E0,-7.387354374E-1,1.937934399E0,6.215519905E-1
2.098928033E0,-8.929059505E-1,2.205120087E0,8.397974968E-1
2.103945794E0,-9.816505909E-1,2.439555168E0,1.089818478E0
2.108963554E0,-1.077680945E0,2.731632710E0,1.276441097E0
2.113981314E0,-1.076300621E0,2.985373497E0,1.414423466E0
2.118999075E0,-1.068620682E0,3.210155964E0,1.580553532E0
2.124016835E0,-1.011664748E0,3.386635780E0,1.751157761E0
2.129034596E0,-8.481187224E-1,3.466926575E0,1.849999428E0
2.134052356E0,-6.302625537E-1,3.456027031E0,1.853351593E0
2.139070117E0,-3.769301474E-1,3.373561859E0,1.794578075E0
2.144087877E0,-1.163093522E-1,3.234567165E0,1.620753765E0
2.149105637E0,1.709480733E-1,3.001915932E0,1.431546211E0
2.154123398E0,4.611492455E-1,2.715316296E0,1.273550034E0
2.159141158E0,6.733379364E-1,2.428609371E0,1.107380390E0
2.164158919E0,8.559611440E-1,1.975582600E0,1.166245937E0
2.169176679E0,9.001349807E-1,1.323370934E0,1.607168198E0
2.174194439E0,9.402711987E-1,6.247348785E-1,2.315251827E0
2.179212200E0,5.700668693E-1,2.994613647E-1,2.937152863E0
2.184229960E0,1.012483612E-2,2.022099495E-1,3.464687824E0
2.189247721E0,-3.848570585E-1,-8.116722107E-3,3.918514729E0
2.194265481E0,-6.956715584E-1,-3.087401390E-1,4.285733700E0
2.199283242E0,-1.065171838E0,-5.577712059E-1,4.520224094E0
2.204301002E0,-1.468855500E0,-7.283000946E-1,4.647566319E0
2.209318762E0,-1.858906269E0,-8.554973602E-1,4.693161011E0
2.214336523E0,-2.231450319E0,-9.693355560E-1,4.691576481E0
2.219354283E0,-2.554409981E0,-1.042196751E0,4.519467354E0
2.224372044E0,-2.814922571E0,-1.108062744E0,4.249159336E0
2.229389804E0,-2.952335596E0,-1.095224857E0,3.880737782E0
2.234407564E0,-2.943977356E0,-1.084663391E0,3.342352390E0
2.239425325E0,-2.828947306E0,-1.056370735E0,2.729162693E0
2.244443085E0,-2.655493259E0,-1.076028347E0,2.078506470E0
2.249460846E0,-2.457357168E0,-1.099314690E0,1.379899502E0
2.254478606E0,-2.281817436E0,-1.129777908E0,6.706633568E-1
2.259496367E0,-2.137962580E0,-1.161530018E0,5.024337769E-2
2.264514127E0,-2.030504704E0,-1.188668728E0,-5.064053535E-1
2.269531887E0,-1.902205706E0,-1.219934940E0,-9.189238548E-1
2.274549648E0,-1.734313011E0,-1.245064259E0,-1.159590721E0
2.279567408E0,-1.507879615E0,-1.287672997E0,-1.372383118E0
2.284585169E0,-1.251352191E0,-1.362012863E0,-1.576515198E0
2.289602929E0,-9.642855525E-1,-1.486963749E0,-1.733924389E0
2.294620689E0,-6.799125671E-1,-1.609823704E0,-1.830413818E0
2.299638450E0,-4.408457875E-1,-1.716149807E0,-1.947444439E0
2.304656210E0,-2.322953343E-1,-1.834263325E0,-2.123544693E0
2.309673971E0,-5.841302499E-2,-1.959022522E0,-2.277677536E0
2.314691731E0,5.777461082E-2,-2.051975250E0,-2.347986698E0
2.319709492E0,1.313995719E-1,-2.151398659E0,-2.353799820E0
2.324727252E0,1.630868018E-1,-2.219153881E0,-2.319077969E0
2.329745012E0,2.014617324E-1,-2.293670177E0,-2.282036304E0
2.334762773E0,2.660298347E-1,-2.375102520E0,-2.108760834E0
2.339780533E0,2.661966681E-1,-2.373132229E0,-1.995027542E0
2.344798294E0,2.451281846E-1,-2.364821434E0,-1.816092491E0
2.349816054E0,2.169834524E-1,-2.360407829E0,-1.624048710E0
2.354833814E0,1.147543490E-1,-2.274462700E0,-1.504404545E0
2.359851575E0,-9.153783321E-3,-2.169777870E0,-1.408768177E0
2.364869335E0,-1.598546058E-1,-2.046972752E0,-1.365234375E0
2.369887096E0,-2.993347347E-1,-1.944734573E0,-1.363757133E0
2.374904856E0,-4.662042856E-1,-1.834696770E0,-1.389599323E0
2.379922617E0,-6.512814760E-1,-1.702728271E0,-1.499871254E0
2.384940377E0,-7.977374792E-1,-1.572910309E0,-1.627359867E0
2.389958137E0,-8.964011669E-1,-1.521761417E0,-1.714619160E0
2.394975898E0,-9.858961105E-1,-1.444071293E0,-1.814216137E0
2.399993658E0,-1.033013225E0,-1.363822460E0,-1.969087601E0
2.405011419E0,-1.037936807E0,-1.295228481E0,-2.140994072E0
2.410029179E0,-1.005540013E0,-1.252478600E0,-2.286992550E0
2.415046939E0,-9.457025528E-1,-1.197013855E0,-2.393028736E0
2.420064700E0,-8.874956369E-1,-1.104645729E0,-2.512013435E0
2.425082460E0,-8.070884943E-1,-1.037287712E0,-2.601150990E0
2.430100221E0,-6.854494810E-1,-1.009025097E0,-2.660665035E0
2.435117981E0,-5.560271740E-1,-9.669408798E-1,-2.681295872E0
2.440135742E0,-4.090376496E-1,-9.300665855E-1,-2.749234200E0
2.445153502E0,-2.440469861E-1,-8.742413521E-1,-2.783391953E0
2.450171262E0,-6.566178799E-2,-8.040685654E-1,-2.745810032E0
2.455188971E0,1.023754776E-1,-7.050323486E-1,-2.665505409E0
2.460206679E0,2.410062850E-1,-6.009893417E-1,-2.552210331E0
2.465224387E0,3.600386977E-1,-5.111651421E-1,-2.444137096E0
2.470242096E0,4.598712325E-1,-4.164686203E-1,-2.389031887E0
2.475259804E0,5.221281052E-1,-3.216643333E-1,-2.362962246E0
2.480277512E0,5.379408598E-1,-2.698230743E-1,-2.289399624E0
2.485295221E0,4.982389510E-1,-2.130060196E-1,-2.268893719E0
2.490312929E0,3.938956857E-1,-1.511101723E-1,-2.268032074E0
2.495330637E0,2.491071820E-1,-6.004667282E-2,-2.325230598E0
2.500348346E0,1.308021545E-1,-1.668930054E-3,-2.373799801E0
2.505366054E0,2.426683903E-2,6.754016876E-2,-2.409395218E0
2.510383762E0,-5.177703500E-2,9.534358978E-2,-2.375027180E0
2.515401471E0,-1.267273426E-1,1.778039932E-1,-2.361985207E0
2.520419179E0,-1.389392018E-1,2.482647896E-1,-2.317979336E0
2.525436887E0,-5.075177550E-2,2.592263222E-1,-2.205068111E0
2.530454596E0,8.502882719E-2,2.537956238E-1,-1.999469280E0
2.535472304E0,2.298118472E-1,2.892155647E-1,-1.715542316E0
2.540490012E0,3.932051659E-1,3.651895523E-1,-1.429685116E0
2.545507721E0,5.417876244E-1,4.575738907E-1,-1.074820995E0
2.550525429E0,6.657989621E-1,5.469899178E-1,-6.842737198E-1
2.555543137E0,7.606855035E-1,6.332101822E-1,-2.961115837E-1
2.560560846E0,8.458775878E-1,7.398042679E-1,9.477186203E-2
2.565578554E0,9.504740238E-1,8.377194405E-1,5.173540115E-1
2.570596262E0,1.084513426E0,8.931021690E-1,8.811435699E-1
2.575613971E0,1.234226465E0,9.964013100E-1,1.310882092E0
2.580631679E0,1.328183889E0,1.137493134E0,1.744734287E0
2.585649387E0,1.333226204E0,1.296728134E0,2.092303753E0
2.590667096E0,1.307035565E0,1.473736286E0,2.330153465E0
2.595684804E0,1.259398222E0,1.596615314E0,2.549445629E0
2.600702512E0,1.156983376E0,1.732262135E0,2.802880287E0
2.605720221E0,9.614079595E-1,1.899391174E0,3.105091095E0
2.610737981E0,7.299601436E-1,2.116649628E0,3.293873787E0
2.615755742E0,4.960009456E-1,2.287909031E0,3.412874699E0
2.620773502E0,2.926257849E-1,2.465449333E0,3.548618793E0
2.625791262E0,1.240419149E-1,2.605946541E0,3.634468555E0
2.630809023E0,8.694618940E-3,2.714296818E0,3.646624088E0
2.635826783E0,-9.253987670E-2,2.795553684E0,3.575529575E0
2.640844544E0,-2.045679837E-1,2.897813797E0,3.440294743E0
2.645862304E0,-2.994874120E-1,3.006875992E0,3.250492096E0
2.650880064E0,-3.303477764E-1,3.104087353E0,2.986722469E0
2.655897825E0,-3.028275967E-1,3.175961494E0,2.567167282E0
2.660915585E0,-2.271016538E-1,3.209384441E0,2.072319984E0
2.665933346E0,-7.963973284E-2,3.224755287E0,1.649377346E0
2.670951106E0,1.436140239E-1,3.132621288E0,1.316126823E0
2.675968867E0,4.513332546E-1,2.977401733E0,1.090438843E0
2.680986627E0,8.428242803E-1,2.764868259E0,1.033476830E0
2.686004387E0,1.375172377E0,2.472265244E0,1.005410671E0
2.691022148E0,2.001576900E0,2.148403168E0,1.019721508E0
2.696039908E0,2.638014555E0,1.750844955E0,1.118821621E0
2.701057669E0,3.158093929E0,1.337324619E0,1.369163513E0
2.706075429E0,3.435667992E0,8.884682655E-1,1.813652992E0
2.711093189E0,3.502366066E0,4.223566055E-1,2.510187149E0
2.716110950E0,3.393438339E0,9.039878845E-3,3.392850876E0
2.721128710E0,3.128779411E0,-2.913980484E-1,4.314882278E0
2.726146471E0,2.823077202E0,-5.290026665E-1,5.034283638E0
2.731164231E0,2.485438824E0,-7.919683456E-1,5.534094334E0
2.736181992E0,2.124692917E0,-1.029676914E0,5.806865215E0
2.741199752E0,1.792527914E0,-1.210466385E0,5.811434746E0
2.746217512E0,1.463799357E0,-1.330935001E0,5.635362148E0
2.751235273E0,1.184995055E0,-1.387317181E0,5.246252060E0
2.756253033E0,9.310140014E-1,-1.427857876E0,4.716448307E0
2.761270794E0,7.297150493E-1,-1.433548927E0,4.074942112E0
2.766288554E0,5.901320577E-1,-1.389977455E0,3.360066414E0
2.771306314E0,5.646682382E-1,-1.377933025E0,2.590633392E0
2.776324075E0,5.859974027E-1,-1.377418041E0,1.794809341E0
2.781341835E0,6.205801964E-1,-1.382459641E0,9.717469215E-1
2.786359596E0,6.968497038E-1,-1.391424179E0,1.871628761E-1
2.791377356E0,7.854565382E-1,-1.421855450E0,-4.932923317E-1
2.796395117E0,8.237937689E-1,-1.462533474E0,-1.104550838E0
2.801412877E0,8.451294303E-1,-1.512109756E0,-1.623934746E0
2.806430637E0,9.020261765E-1,-1.535970211E0,-2.043033123E0
2.811448398E0,9.756382704E-1,-1.590757370E0,-2.410544872E0
2.816466158E0,1.104939342E0,-1.670977116E0,-2.765489578E0
2.821483919E0,1.233604193E0,-1.733149529E0,-3.070171833E0
2.826501679E0,1.290859699E0,-1.824852943E0,-3.219889641E0
2.831519439E0,1.291901946E0,-1.874075413E0,-3.459051609E0
2.836537200E0,1.237650394E0,-1.904429436E0,-3.572854042E0
2.841554960E0,1.090425730E0,-1.920474052E0,-3.652651787E0
2.846572721E0,9.034287930E-1,-1.941249371E0,-3.708228350E0
2.851590481E0,6.723421812E-1,-1.971552372E0,-3.696624517E0
2.856608242E0,4.452338815E-1,-2.035642147E0,-3.622404099E0
2.861626002E0,2.364414930E-1,-2.114856243E0,-3.504297733E0
2.866643762E0,2.202981710E-2,-2.171410084E0,-3.399259090E0
2.871661523E0,-2.029502094E-1,-2.210509777E0,-3.306845188E0
2.876679283E0,-4.243976474E-1,-2.237395763E0,-3.188324928E0
2.881697044E0,-6.520968080E-1,-2.266983986E0,-3.052729130E0
2.886714804E0,-8.818602562E-1,-2.280584812E0,-2.928277016E0
2.891732564E0,-1.090299964E0,-2.245084286E0,-2.819358349E0
2.896750325E0,-1.273284197E0,-2.199226379E0,-2.715942383E0
2.901768085E0,-1.441212416E0,-2.133966446E0,-2.588832855E0
2.906785846E0,-1.594797850E0,-2.073635101E0,-2.461585999E0
2.911803606E0,-1.753989339E0,-1.966083050E0,-2.352917194E0
2.916821367E0,-1.871530533E0,-1.830880642E0,-2.257704258E0
2.921839127E0,-1.957568407E0,-1.668462753E0,-2.142155647E0
2.926856887E0,-2.022186995E0,-1.488865852E0,-2.005980492E0
2.931874648E0,-2.003678083E0,-1.254477978E0,-1.843986988E0
2.936892408E0,-1.935763836E0,-1.032958031E0,-1.737017632E0
2.941910169E0,-1.823058248E0,-8.057246208E-1,-1.665474415E0
2.946927929E0,-1.679479361E0,-5.731811523E-1,-1.643391609E0
2.951945689E0,-1.499725819E0,-3.643679619E-1,-1.670464516E0
2.956963450E0,-1.355121493E0,-1.935992241E-1,-1.737076759E0
2.961981210E0,-1.240609169E0,-4.152917862E-2,-1.848088264E0
2.966998971E0,-1.103282809E0,3.492212296E-2,-2.018099308E0
2.972016731E0,-9.717327356E-1,5.578374863E-2,-2.233290672E0
2.977034492E0,-8.936312199E-1,9.837579727E-2,-2.479828835E0
2.982052252E0,-8.497042656E-1,1.587872505E-1,-2.705799580E0
2.987070012E0,-8.065072894E-1,2.330675125E-1,-2.902361870E0
2.992087773E0,-7.499853969E-1,2.646055222E-1,-3.051067829E0
2.997105533E0,-6.372900009E-1,2.877039909E-1,-3.162185192E0
3.002123294E0,-5.018718243E-1,3.125343323E-1,-3.217158318E0
3.007141054E0,-3.390250802E-1,3.682160378E-1,-3.168648243E0
3.012158814E0,-1.487464011E-1,4.023036957E-1,-2.973973751E0
3.017176575E0,3.081290424E-2,4.340682030E-1,-2.676505566E0
3.022194335E0,1.952508837E-1,4.490046501E-1,-2.386238098E0
3.027212096E0,3.214736283E-1,4.610710144E-1,-2.035914421E0
3.032229856E0,3.909829259E-1,5.175905228E-1,-1.577438831E0
3.037247617E0,4.279518127E-1,5.796012878E-1,-1.024801254E0
3.042265377E0,4.083033204E-1,6.560096741E-1,-4.158596992E-1
3.047283137E0,3.080883026E-1,8.034338951E-1,1.638460159E-1
3.052300898E0,1.557420641E-1,1.035500050E0,6.575007439E-1
3.057318658E0,5.158936977E-2,1.203554630E0,1.027268887E0
3.062336419E0,4.912003875E-3,1.264602661E0,1.192150593E0
3.067354179E0,-3.694932163E-2,1.233366489E0,1.157094002E0
3.072371939E0,-5.854743719E-2,1.177326679E0,9.077281952E-1
3.077389700E0,-5.387037992E-2,1.096847534E0,6.640110016E-1
3.082407460E0,-2.202166617E-2,1.059423923E0,5.784635544E-1
3.087425221E0,3.692422807E-2,1.041438580E0,7.222537994E-1
3.092442981E0,1.123006046E-1,1.072066307E0,1.032466888E0
3.097460742E0,2.074159682E-1,1.137407780E0,1.255072117E0
3.102478502E0,2.259646058E-1,1.175698280E0,1.432892799E0
3.107496262E0,1.871969104E-1,1.211045742E0,1.565873623E0
3.112514023E0,1.106158867E-1,1.224291325E0,1.721052647E0
3.117531783E0,2.056924999E-2,1.262996674E0,1.912969589E0
3.122549544E0,-1.305013299E-1,1.312292576E0,2.161096573E0
3.127567304E0,-3.142297268E-1,1.409721851E0,2.442015171E0
3.132585064E0,-5.693921447E-1,1.568777561E0,2.722847462E0
3.137602825E0,-8.392999768E-1,1.745310783E0,2.932710648E0
3.142620585E0,-1.057823181E0,1.881226063E0,3.081838131E0
3.147638346E0,-1.177914500E0,2.019155979E0,3.118091583E0
3.152656106E0,-1.219203472E0,2.163873196E0,3.065544128E0
3.157673867E0,-1.234762311E0,2.325254917E0,3.005334854E0
3.162691575E0,-1.176522970E0,2.484395504E0,2.894245625E0
3.167709283E0,-1.072832584E0,2.689276695E0,3.076440334E0
3.172726992E0,-9.733616710E-1,2.901668549E0,3.130669594E0
3.177744700E0,-8.505422473E-1,3.031270027E0,2.784192085E0
3.182762408E0,-6.510409713E-1,3.069322109E0,2.300060272E0
3.187780117E0,-3.738467693E-1,3.035967827E0,1.931183338E0
3.192797825E0,-5.675294250E-2,2.927531242E0,1.724387646E0
3.197815533E0,2.669951916E-1,2.754721165E0,1.587742805E0
3.202833242E0,5.786524415E-1,2.494679451E0,1.429532528E0
3.207850950E0,8.790745139E-1,2.119880676E0,1.349348545E0
3.212868658E0,1.126079440E0,1.640799999E0,1.427741528E0
3.217886367E0,1.287109017E0,1.163150787E0,1.678516865E0
3.222904075E0,1.320062280E0,7.440996170E-1,2.044220924E0
3.227921783E0,1.230803967E0,3.731822968E-1,2.534928799E0
3.232939492E0,1.058680773E0,8.718395233E-2,3.022501945E0
3.237957200E0,8.142089844E-1,-1.777830124E-1,3.460427761E0
3.242974908E0,5.029449463E-1,-4.280185699E-1,3.806919575E0
3.247992617E0,1.685397327E-1,-6.172814369E-1,4.010714531E0
3.253010325E0,-1.794627011E-1,-7.951545715E-1,4.092438221E0
3.258028033E0,-5.320425630E-1,-9.152059555E-1,4.058086395E0
3.263045742E0,-8.519006968E-1,-1.011855602E0,3.932391644E0
3.268063450E0,-1.011107564E0,-1.152774811E0,3.682559967E0
3.273081158E0,-1.211726904E0,-1.175613880E0,3.352025032E0
3.278098867E0,-1.339725614E0,-1.166712284E0,2.945780754E0
3.283116575E0,-1.329261422E0,-1.197582245E0,2.549850464E0
3.288134283E0,-1.243602037E0,-1.176595688E0,2.058523178E0
3.293151992E0,-1.155253649E0,-1.093405724E0,1.471332073E0
3.298169700E0,-1.092904329E0,-1.009135246E0,8.210597038E-1
3.303187408E0,-1.046774745E0,-9.273619652E-1,1.738338470E-1
3.308205117E0,-1.001946568E0,-8.902106285E-1,-4.327888489E-1
3.313222825E0,-9.723517895E-1,-8.967614174E-1,-9.995350838E-1
3.318240533E0,-9.527904987E-1,-9.030380249E-1,-1.484140396E0
3.323258294E0,-9.384004474E-1,-8.890881538E-1,-1.949566364E0
3.328276054E0,-8.911845088E-1,-8.921694756E-1,-2.334547997E0
3.333293814E0,-8.261514902E-1,-9.447135925E-1,-2.663984299E0
3.338311575E0,-7.007956505E-1,-1.002698898E0,-2.972240925E0
3.343329335E0,-5.486095548E-1,-1.117965698E0,-3.269598484E0
3.348347096E0,-3.403972089E-1,-1.194224358E0,-3.504028320E0
3.353364856E0,-1.372507513E-1,-1.279049873E0,-3.647243023E0
3.358382617E0,3.800773621E-2,-1.386754036E0,-3.603807449E0
3.363400377E0,2.050633430E-1,-1.488747120E0,-3.426492214E0
3.368418137E0,3.356258571E-1,-1.590388298E0,-3.134129524E0
3.373435898E0,4.488747716E-1,-1.692275524E0,-2.750258446E0
3.378453658E0,5.683318973E-1,-1.823769569E0,-2.346119881E0
3.383471419E0,6.649202108E-1,-1.904216766E0,-1.945038319E0
3.388489179E0,7.191516161E-1,-1.972779274E0,-1.574955463E0
3.393506939E0,7.164215446E-1,-1.992065430E0,-1.230314732E0
3.398524700E0,6.373697519E-1,-2.015590191E0,-9.677352905E-1
3.403542460E0,5.107710958E-1,-2.020176411E0,-7.625880241E-1
3.408560221E0,3.510544300E-1,-1.992331505E0,-5.950040817E-1
3.413577981E0,1.821732223E-1,-1.942418575E0,-5.025982857E-1
3.418595742E0,-2.467310242E-2,-1.875801086E0,-4.705071449E-1
3.423613502E0,-2.551283538E-1,-1.783414364E0,-4.983010292E-1
3.428631262E0,-4.899813831E-1,-1.684561729E0,-5.953788757E-1
3.433649023E0,-7.488607168E-1,-1.560394764E0,-6.849579811E-1
3.438666783E0,-1.008030772E0,-1.387184143E0,-7.717485428E-1
3.443684544E0,-1.229732513E0,-1.231911659E0,-8.892674446E-1
3.448702304E0,-1.410050869E0,-1.104127407E0,-9.944467545E-1
3.453720064E0,-1.525802135E0,-1.018014431E0,-1.135222435E0
3.458737825E0,-1.539216161E0,-9.397916794E-1,-1.283052444E0
3.463755585E0,-1.474771857E0,-8.405003548E-1,-1.442902088E0
3.468773346E0,-1.299206018E0,-7.056450844E-1,-1.653131485E0
3.473791106E0,-1.055436254E0,-5.971655846E-1,-1.832570076E0
3.478808867E0,-7.862426639E-1,-4.812374115E-1,-1.986260414E0
3.483826627E0,-5.344005227E-1,-3.718171120E-1,-2.104957104E0
3.488844387E0,-2.566270828E-1,-3.165650368E-1,-2.231828213E0
3.493862148E0,-5.456209183E-4,-2.481117249E-1,-2.338417530E0
3.498879908E0,2.102511525E-1,-2.284979820E-1,-2.405709267E0
3.503897669E0,3.807749748E-1,-2.477102280E-1,-2.462725163E0
3.508915429E0,4.637340903E-1,-2.145552635E-1,-2.557513237E0
3.513933189E0,4.838981926E-1,-1.574745178E-1,-2.685497761E0
3.518950950E0,4.899446070E-1,-1.575088501E-1,-2.813401222E0
3.523968710E0,4.779728651E-1,-1.330223083E-1,-2.908005238E0
3.528986471E0,4.389653802E-1,-1.268587112E-1,-2.998269081E0
3.534004231E0,3.971153498E-1,-1.050515175E-1,-3.041590214E0
3.539021992E0,3.525845110E-1,-6.262159348E-2,-3.052603722E0
3.544039752E0,3.245047331E-1,5.485534668E-3,-3.022079468E0
3.549057512E0,3.128819764E-1,8.526754379E-2,-2.969558716E0
3.554075273E0,3.176203370E-1,2.102403641E-1,-2.861680508E0
3.559093033E0,3.434113264E-1,3.227887154E-1,-2.703183651E0
3.564110794E0,4.331522584E-1,3.941092491E-1,-2.489261627E0
3.569128554E0,5.629932880E-1,4.620594978E-1,-2.253099918E0
3.574146314E0,6.469223499E-1,5.167927742E-1,-1.989717484E0
3.579164075E0,6.657745838E-1,5.721931458E-1,-1.708308220E0
3.584181835E0,6.576605439E-1,6.566300392E-1,-1.394271851E0
3.589199596E0,6.077769995E-1,7.365174294E-1,-1.109728813E0
3.594217356E0,5.923535228E-1,7.973651886E-1,-8.688359261E-1
3.599235117E0,6.254309416E-1,8.200802803E-1,-6.571807861E-1
3.604252877E0,6.349424124E-1,8.477144241E-1,-4.555482864E-1
3.609270637E0,6.684191823E-1,8.757176399E-1,-2.162947655E-1
3.614288398E0,7.300912738E-1,8.994278908E-1,6.045055389E-2
3.619306158E0,8.197766542E-1,8.950128555E-1,3.506760597E-1
3.624323919E0,8.707528710E-1,8.960185051E-1,5.873765945E-1
3.629341679E0,8.356128335E-1,9.455137253E-1,7.992672920E-1
3.634359439E0,7.627422214E-1,1.000360012E0,1.048554897E0
3.639377200E0,6.668332815E-1,1.050795555E0,1.364027977E0
3.644394960E0,4.909462929E-1,1.192267895E0,1.611853123E0
3.649412721E0,2.643691301E-1,1.371912956E0,1.811349392E0
3.654430481E0,1.162207127E-2,1.579815865E0,2.034537315E0
3.659448242E0,-2.477191985E-1,1.782205582E0,2.252902985E0
3.664466002E0,-4.944710135E-1,1.997790813E0,2.476385593E0
3.669483762E0,-6.859797835E-1,2.211977959E0,2.676512718E0
3.674501523E0,-8.089113832E-1,2.400700569E0,2.858285904E0
3.679519283E0,-8.742824197E-1,2.549645901E0,3.036141872E0
3.684537044E0,-8.789470196E-1,2.706886292E0,3.109560966E0
3.689554804E0,-8.241293430E-1,2.868062019E0,3.068789005E0
3.694572564E0,-7.248750329E-1,3.028903008E0,2.889645576E0
3.699590325E0,-5.671955943E-1,3.166097641E0,2.691354752E0
3.704608085E0,-3.419149518E-1,3.237440586E0,2.492395401E0
3.709625846E0,-5.908368528E-2,3.219830990E0,2.330423355E0
3.714643606E0,3.001001775E-1,3.095020294E0,2.171285152E0
3.719661367E0,6.925329566E-1,2.883044720E0,2.071731567E0
3.724679127E0,1.123039246E0,2.675361156E0,2.141297340E0
3.729696887E0,1.606125593E0,2.338595867E0,2.307632446E0
3.734714648E0,2.060857773E0,1.863736153E0,2.536881447E0
3.739732408E0,2.359274864E0,1.361084938E0,2.867158413E0
3.744750169E0,2.540917158E0,8.831033707E-1,3.351134300E0
3.749767929E0,2.626243353E0,4.147081375E-1,3.970101833E0
3.754785689E0,2.650396824E0,-4.078626633E-2,4.653332710E0
3.759803450E0,2.610422134E0,-4.661540985E-1,5.292201996E0
3.764821210E0,2.517395258E0,-8.491616249E-1,5.850048542E0
3.769838971E0,2.367697954E0,-1.158518314E0,6.271115780E0
3.774856731E0,2.185733795E0,-1.439216614E0,6.513852119E0
3.779874492E0,1.961399078E0,-1.587655544E0,6.637003422E0
3.784892252E0,1.736395836E0,-1.696148872E0,6.503024578E0
3.789910012E0,1.552488446E0,-1.755839825E0,6.093635559E0
3.794927773E0,1.422915816E0,-1.786141872E0,5.500264645E0
3.799945533E0,1.370689988E0,-1.791628361E0,4.794758320E0
3.804963294E0,1.351959586E0,-1.776323318E0,3.986321926E0
3.809981054E0,1.304078221E0,-1.734640598E0,3.093690872E0
3.814998814E0,1.226652384E0,-1.694067478E0,2.211790562E0
3.820016575E0,1.148078203E0,-1.677114010E0,1.330079556E0
3.825034283E0,1.044303417E0,-1.658453465E0,4.427871704E-1
3.830051992E0,9.536100626E-1,-1.636840343E0,-3.505754471E-1
3.835069700E0,8.805481791E-1,-1.639657974E0,-1.041562557E0
3.840087408E0,8.344655633E-1,-1.656318188E0,-1.650213718E0
3.845105117E0,8.438820243E-1,-1.685867310E0,-2.167839050E0
3.850122825E0,8.701917529E-1,-1.717818260E0,-2.624014854E0
3.855140533E0,9.324786067E-1,-1.737094879E0,-3.048171997E0
3.860158242E0,1.002249956E0,-1.771708488E0,-3.460161209E0
3.865175950E0,1.060863495E0,-1.792453289E0,-3.803149939E0
3.870193658E0,1.137674570E0,-1.822899818E0,-4.082457066E0
3.875211367E0,1.180741906E0,-1.819635868E0,-4.356005669E0
3.880229075E0,1.214863777E0,-1.839807987E0,-4.557255268E0
